Sentence,Tag
"The transfer would be the first of several planned Israeli pullouts from five towns in the West Bank , including Qalqilya , Bethlehem and Ramallah .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O']"
The figures are much higher than Iraqi government estimates .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O']"
The full U.S. Senate begins debate Monday on the nomination of John Roberts as chief justice of the United States .,"['O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
The International Court of Justice has dismissed a case filed by Serbia and Montenegro that accused eight NATO countries of genocide for the 1999 airstrike campaign against Yugoslavia .,"['B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O']"
It wants progress toward resolution of the Palestinian dispute .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
"However , after a day of debate , the experts failed to reach agreement but decided to continue the discussion Wednesday .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
A decade later Malta became a republic .,"['O', 'B-tim', 'I-tim', 'B-geo', 'O', 'O', 'O', 'O']"
The islands have been connected politically to Denmark since the 14th century .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'I-tim', 'O']"
They were among 170 politicians and business people arrested last year during an anti-graft sweep by Bangladesh 's military-backed caretaker government .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
"Ethiopian authorities say they also seized bombs , explosives and small arms related to the plot .","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"China 's Agriculture Ministry also confirmed Monday that bird flu was the cause of illness among chickens , ducks , and geese last week in the Inner Mongolia Autonomous Region and central China 's Hubei province .","['B-geo', 'O', 'B-org', 'I-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
And prominent Democratic Party officials fear that an acrimonious fight between Clinton and Obama could lead to depressed turnout among Democratic voters in the general election .,"['O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O']"
"Indonesia only recently agreed to resume sharing its bird flu samples with the WHO , ending a four-month dispute .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
"President Mikhail Saakashvili told cabinet members Friday that gas from Iran is expected to begin flowing into Georgia beginning Sunday or , at the latest , Monday .","['B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"The president of Iraq 's Kurdish autonomous region , Massoud Barzani , has rejected the Iraq Study Group 's recommendations on ways to stabilize the country .","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Meanwhile , Swedish authorities say wild ducks in southern Sweden have been found with the H5 strain of bird flu .","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"On Wednesday , Mr. Singh said he is ready to meet with anyone who wants to end violence in Kashmir .","['O', 'B-tim', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Several orphans sang to the music star at the home near the city of Blantyre Thursday .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O']"
"The newspaper has been dogged by lawsuits and attacks , including a firebombing .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The militants threatened , in a videotape , to kill the hostages by April 27 unless Romania withdrew its troops from Iraq .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-geo', 'O', 'O', 'O', 'B-tim', 'B-geo', 'O']"
"Tribal people once dominated the region , but now say they have been reduced to a minority after years of settlement by Bengali-speaking migrants , mainly from neighboring Bangladesh .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Experts say a few simple tips can help consumers anyplace maximize the money they spend on food .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The United States recognizes the People 's Republic of China as China 's sole legal government , and acknowledges Beijing 's position that there is but one China and Taiwan is part of it .","['O', 'B-geo', 'I-geo', 'O', 'O', 'B-org', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
Mr. Omi called for stronger political will by Asian governments to stop the spread of the disease .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Witnesses say gunmen stormed the Armenian and Chaldean churches Tuesday , planting explosives that detonated , setting the buildings on fire .","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Mr. Annan says both sides have been observing security commitments "" reasonably well , "" but they have not embraced all the provisions of the pact .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"President Bush is in Russia for talks with President Vladimir Putin , ahead of the Group of Eight economic summit .","['B-per', 'I-per', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O']"
"On a cool , sunny day a big crowd is looking on , including some pilgrims , but mostly local Palestinians .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O']"
This is the latest in a string of high-profile drug cases involving Australians in Indonesia .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-geo', 'O']"
"The remaining Iraqi officers , numbering about 500 , were trained at NATO facilities in Europe .","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'O']"
An investigation is continuing to determine which terrorist or insurgent group built and operated the covert facility .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Lieberman introduced the bill with Republican Senators John McCain and Lindsey Graham .,"['B-per', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'B-per', 'B-org', 'O', 'B-per', 'I-per', 'O']"
"Monday , President Nujoma will hand over power to Hifikepunye Pohamba , becoming Namibia 's second head of state since independence from apartheid-era South Africa .","['B-tim', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Radio France confirmed Kaka 's detention on its Web site .,"['B-org', 'I-org', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Kidnappers beheaded his Afghan driver .,"['O', 'O', 'O', 'B-gpe', 'O', 'O']"
"Kazakhstan 's long-time ruler has rejected a motion from parliament to extend his rule through a referendum , rather than through a scheduled election .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Married to an Iraqi man , the former director of the Baghdad office of CARE International spent 30 years caring for Iraq 's poorest citizens .","['O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-org', 'I-org', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
Dravid 's 117-ball knock contained seven boundaries .,"['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Mr. Milosevic is charged with war crimes and genocide from conflicts in the former Yugoslavia in the 1990s .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-tim', 'O']"
"In a nationwide address Thursday , Pakistani President Pervez Musharraf sought the support of Pakistanis in the fight against extremism and terrorism .","['O', 'O', 'O', 'O', 'B-tim', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'B-org', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A North Korean patrol boat crossed briefly into South Korean waters Sunday to seize a Chinese fishing boat that had been illegally fishing in the North .,"['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-tim', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
The public debt-to-GDP ratio is about 77 % and high debt servicing obligations constrain the KING administration 's ability to respond to adverse external shocks .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Mr. Kabila 's transition government is struggling to rebuild the nation , following more than 30 years of corrupt rule by former dictator Mobutu Sese Seko .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
"Last week , Hamas , which swept to power in parliamentary elections in January , said it was forming a four thousand-strong paramilitary force to maintain order in the Palestinian territories .","['O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
Sixteen other civilians were also wounded in the fighting .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The Good Friday peace accord halted decades of sectarian violence in the British province .,"['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
Such an increase would make it easier to pass constitutional reforms .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Dudley was compelled to leave Russia in 2008 in a dispute over control of TNK-BP .,"['B-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
He had a similar operation in Britain in 1990 .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O']"
Another soldier is shown exposing himself next to the skull .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Police say they do not know if the threat is real , but they have stepped up security and say they are taking no chances .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A U.S. newspaper reports that Washington is asking China to pressure North Korea on its alleged nuclear weapons program .,"['O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Drawing back a few paces , he took a run and a jump , and just missed the bunch .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Since attaining independence from the UK in 1973 , The Bahamas has prospered through tourism and international banking and investment management .","['O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-tim', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Thursday 's report from the Commerce Department puts the first quarter 's economic growth at nine-tenths of one percent .,"['B-tim', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'O', 'O']"
"Pakistan , a key U.S. ally in the war against terrorism , has deployed about 80,000 troops to its tribal regions to root out foreign militants and their local allies .","['B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Mr. Sevan has repeatedly denied any wrongdoing .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O']"
"The islands have few mineral deposits worth exploiting , except for high-grade phosphate .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Mr. Chavez has built strong support in Venezuela for his criticism of the Bush administration and for programs he says will improve the lives of the nation 's poor .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The opposition has also ended a blockade on government buildings .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Russian news reports say the military has deployed another batch of intercontinental ballistic missiles .,"['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Spokesman for the joint U.N.-Afghan election commission , Aleem Siddique says the physical count is complete with the exception of those materials that are subject to audit .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Beijing initially refused to accept the protest or make an apology , saying it was still investigating the matter .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Suspected Taleban insurgents , who failed to stop more than six million people from voting , resumed their attacks this week .","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Cancun , Mexico , is hosting both international leaders and vacationing college students this week , as the city slowly recovers from a brutal pounding by Hurricane Wilma .","['B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Mr. Havel and Archbishop Tutu issued a report Tuesday comparing the situation in Burma to those in seven other countries in which the Security Council had intervened .,"['B-per', 'I-per', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O']"
He said protesters may stage demonstrations if they apply to the government for a permit and are approved .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Last week , the Israeli security cabinet voted to reopen the crossing under Egyptian and Palestinian control , with Europeans monitoring the flow of people .","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O']"
The conflict has killed tens of thousands of people .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The United Nations says it has placed U.N. disaster teams around the world on alert and told them they are ready to be deployed to the U.S. Gulf Coast .,"['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']"
"The U.S. space agency , NASA , said Thursday the telescope 's camera is now working as it was before the problems .","['O', 'B-geo', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Award-winning choreographer Michael Kidd has died at his home in Los Angeles .,"['O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
The use of the name Montenegro began in the 15th century when the Crnojevic dynasty began to rule the Serbian principality of Zeta ; over subsequent centuries Montenegro was able to maintain its independence from the Ottoman Empire .,"['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
Gunmen dressed in Iraqi police commando uniforms killed eight people during a raid on a Baghdad electronics store Wednesday .,"['O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O']"
John Bolton appearing before Senate President Bush 's choice for U.S. ambassador to the United Nations is fielding tough questions at his confirmation hearing Monday .,"['B-per', 'I-per', 'O', 'O', 'B-org', 'B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"The report quoted an official with the Shaanxi Provincial Archaeological Research Institute as saying the discovery will help scientists better understand the environment during the Neolithic period , also known as the New Stone Age .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O']"
"A proposal by the so-called Group of Four nations - Brazil , India , Germany and Japan - calls for increasing the Security Council to 25 with six new permanent members .","['O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Mr. Gilani 's coalition government has promised to reinstate all the deposed judges within 30 days .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O']"
The U.S. Justice Department says a Taiwanese-American man has pleaded guilty to spying for the Chinese government .,"['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
"Negotiators from both Koreas , China , Russia , Japan and the United States are involved in the talks .","['O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
"The isolated region was largely left to itself over the following decades , but Christian missionaries converted much of the population and facilitated the spread of English .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-art', 'O']"
"Thursday , federal investigators announced the threat turned out to be a hoax .","['B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The current political crisis which began in early 2009 has dealt additional blows to the economy .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The Pacific Ocean is a major contributor to the world economy and particularly to those nations its waters directly touch .,"['O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Despite her absence from the New Zealand event , it is not clear if Pierce will play at the Australian Open in Melbourne , where she won in 1995 .","['O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'B-gpe', 'B-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"Israeli officials say they will allow 16 Palestinians who were expelled to the Gaza Strip to return home to the West Bank Friday , in the latest goodwill gesture to the Palestinians .","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O']"
Ms. Johnson-Sirleaf is second with 19.7 percent .,"['B-per', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
"At one final campaign rally , Mr. Thaksin urged the crowd to give him a strong mandate so that his Thai Rak Thai party can govern without coalition partners .","['O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-per', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"More than 300 journalists marched through the city Tuesday , waving signs calling for freedom of the press and down with autocracy .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Meanwhile , the U.S. military says it has seized a vast underground insurgent hideout in western Iraq .","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Richard Veerman is the group s head of mission in Angola .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
A Taliban spokesman earlier denied responsibility for the attack .,"['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
They urged Somalia 's interim government and Islamists to resume peace talks .,"['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O']"
"A survey of U.S. households indicates that Americans are confident in the future of their economy , while a separate survey shows the rate of existing home sales in the U.S. continues to slip .","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
Ongoing violence in Darfur has forced aid agencies to evacuate relief workers .,"['O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"But leading Iranian parliamentarian Alaeddin Boroujerdi Saturday indicated Tehran will reject the plan to send any of its 1,200 kilograms of enriched uranium abroad for further enrichment .","['O', 'O', 'B-gpe', 'O', 'B-org', 'I-org', 'B-tim', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The rebels were killed in a gunbattle that broke out in Kashmir 's summer capital , Srinagar , after troops surrounded a building where authorities had learned the militants had taken up positions .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"India , Japan , the United Nations and the European Union have expressed concern about the arrests and restrictions , calling them regrettable .","['B-geo', 'O', 'B-geo', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Separately , NATO says coalition forces captured a Taliban sub-commander late Tuesday while searching a compound in Nangarhar province , east of Kabul .","['O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"Venezuela has already delivered oil through Citgo , its U.S. subsidiary , to communities in seven other U.S. states .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
"On the streets of Mar del Plata , city workers are cleaning up debris from anti-Bush protests that turned violent Friday .","['O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"A major quake in 1999 killed more than 17,000 people in the northwestern part of the country .","['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
